City,Date,AQI,PM2.5,PM10,NO2,SO2,CO
Kolkata,2019-12-18,218,81,319,71,40,4
Kolkata,2019-12-19,246,171,370,35,23,2
Kolkata,2019-12-20,200,64,355,67,45,4
Kolkata,2019-12-21,215,97,391,91,6,1
Kolkata,2019-12-22,236,256,151,88,42,3
Kolkata,2019-12-23,224,268,257,38,8,4
Kolkata,2019-12-24,247,195,280,38,16,1
Kolkata,2019-12-25,211,273,202,66,7,2
Kolkata,2019-12-26,235,157,134,79,32,2
Kolkata,2019-12-27,194,186,285,32,48,1
Kolkata,2019-12-28,211,204,129,94,6,0
Kolkata,2019-12-29,208,94,286,76,43,3
Kolkata,2019-12-30,245,105,279,41,49,0
Kolkata,2019-12-31,232,149,303,45,28,2
Kolkata,2020-01-01,212,260,255,40,20,0
Kolkata,2020-01-02,202,115,377,90,39,1
Kolkata,2020-01-03,226,178,99,61,49,1
Kolkata,2020-01-04,219,284,323,64,36,0
Kolkata,2020-01-05,216,139,288,66,23,1
Kolkata,2020-01-06,212,279,143,84,11,4
Kolkata,2020-01-07,198,61,120,98,27,4
Kolkata,2020-01-08,208,269,335,70,8,0
Kolkata,2020-01-09,191,296,372,90,14,4
Kolkata,2020-01-10,236,172,329,43,35,1
Kolkata,2020-01-11,248,140,306,47,25,2
Kolkata,2020-01-12,205,59,332,92,6,4
Kolkata,2020-01-13,248,297,86,21,25,2
Kolkata,2020-01-14,245,218,355,71,38,1
Kolkata,2020-01-15,231,220,208,34,18,0
Kolkata,2020-01-16,239,205,290,53,34,1
Kolkata,2020-01-17,210,75,148,67,39,1
Kolkata,2020-01-18,243,229,186,20,7,4
Kolkata,2020-01-19,247,234,141,42,36,2
Kolkata,2020-01-20,193,275,275,56,6,2
Kolkata,2020-01-21,248,266,383,95,31,4
Kolkata,2020-01-22,247,275,394,66,16,1
Kolkata,2020-01-23,212,65,262,31,44,4
Kolkata,2020-01-24,243,84,95,38,17,3
Kolkata,2020-01-25,203,295,91,47,29,2
Kolkata,2020-01-26,213,108,358,53,35,0
Kolkata,2020-01-27,231,85,285,50,20,2
Kolkata,2020-01-28,238,127,176,94,26,2
Kolkata,2020-01-29,221,113,306,28,31,1
Kolkata,2020-01-30,215,174,179,30,13,3
Kolkata,2020-01-31,202,102,329,38,28,3
Kolkata,2020-02-01,157,192,176,69,40,3
Kolkata,2020-02-02,176,185,248,36,18,4
Kolkata,2020-02-03,181,151,344,24,9,2
Kolkata,2020-02-04,191,218,109,67,14,1
Kolkata,2020-02-05,183,151,284,26,32,2
Kolkata,2020-02-06,162,102,180,25,5,0
Kolkata,2020-02-07,179,74,342,61,28,0
Kolkata,2020-02-08,148,254,169,48,17,1
Kolkata,2020-02-09,143,157,296,57,34,2
Kolkata,2020-02-10,159,61,322,32,27,3
Kolkata,2020-02-11,165,194,274,68,48,4
Kolkata,2020-02-12,169,163,345,27,37,3
Kolkata,2020-02-13,159,178,202,36,41,4
Kolkata,2020-02-14,183,206,142,31,16,3
Kolkata,2020-02-15,196,256,131,81,35,3
Kolkata,2020-02-16,143,118,81,59,29,2
Kolkata,2020-02-17,186,256,82,21,42,3
Kolkata,2020-02-18,167,85,258,40,9,3
Kolkata,2020-02-19,197,273,320,97,40,1
Kolkata,2020-02-20,198,278,161,30,38,1
Kolkata,2020-02-21,149,219,84,94,15,3
Kolkata,2020-02-22,149,161,114,62,39,1
Kolkata,2020-02-23,162,59,219,93,14,1
Kolkata,2020-02-24,172,268,243,98,44,0
Kolkata,2020-02-25,165,177,151,50,39,0
Kolkata,2020-02-26,186,143,261,47,32,2
Kolkata,2020-02-27,176,299,304,81,43,1
Kolkata,2020-02-28,152,196,278,49,14,4
Kolkata,2020-02-29,159,281,188,86,35,1
Kolkata,2020-03-01,182,120,150,87,20,3
Kolkata,2020-03-02,161,140,173,72,47,0
Kolkata,2020-03-03,191,66,206,79,23,2
Kolkata,2020-03-04,193,149,154,45,47,4
Kolkata,2020-03-05,178,159,270,89,6,4
Kolkata,2020-03-06,167,168,265,60,48,4
Kolkata,2020-03-07,172,241,312,88,19,0
Kolkata,2020-03-08,180,217,123,44,48,1
Kolkata,2020-03-09,169,66,307,75,48,3
Kolkata,2020-03-10,190,172,178,36,34,2
Kolkata,2020-03-11,176,236,350,98,33,2
Kolkata,2020-03-12,173,274,264,75,31,3
Kolkata,2020-03-13,186,257,312,50,39,4
Kolkata,2020-03-14,197,126,365,21,28,2
Kolkata,2020-03-15,198,258,242,29,49,0
Kolkata,2020-03-16,183,199,338,97,32,0
Kolkata,2020-03-17,185,251,389,67,35,3
Kolkata,2020-03-18,174,233,160,42,26,3
Kolkata,2020-03-19,163,206,365,72,46,1
Kolkata,2020-03-20,158,242,189,71,10,0
Kolkata,2020-03-21,188,73,301,66,43,0
Kolkata,2020-03-22,193,257,337,57,34,3
Kolkata,2020-03-23,183,96,235,94,16,2
Kolkata,2020-03-24,180,256,367,98,36,4
Kolkata,2020-03-25,158,87,242,29,25,4
Kolkata,2020-03-26,176,245,100,36,14,4
Kolkata,2020-03-27,170,244,117,72,18,1
Kolkata,2020-03-28,178,141,214,72,18,4
Kolkata,2020-03-29,167,65,207,42,28,3
Kolkata,2020-03-30,198,175,121,76,5,2
Kolkata,2020-03-31,175,92,283,99,32,2
Kolkata,2020-04-01,174,50,134,98,38,0
Kolkata,2020-04-02,171,200,112,37,11,0
Kolkata,2020-04-03,197,291,96,92,7,1
Kolkata,2020-04-04,147,122,375,81,21,1
Kolkata,2020-04-05,192,238,150,60,48,2
Kolkata,2020-04-06,172,162,152,44,41,2
Kolkata,2020-04-07,182,169,189,53,34,4
Kolkata,2020-04-08,144,216,175,36,13,0
Kolkata,2020-04-09,146,270,338,44,43,4
Kolkata,2020-04-10,195,62,189,90,44,4
Kolkata,2020-04-11,183,240,162,82,11,2
Kolkata,2020-04-12,166,142,215,26,30,4
Kolkata,2020-04-13,174,266,292,55,47,1
Kolkata,2020-04-14,144,234,253,42,17,1
Kolkata,2020-04-15,196,64,197,45,25,3
Kolkata,2020-04-16,145,236,110,73,34,1
Kolkata,2020-04-17,190,154,317,79,11,1
Kolkata,2020-04-18,142,210,294,41,18,3
Kolkata,2020-04-19,163,80,195,96,23,4
Kolkata,2020-04-20,159,188,258,53,33,2
Kolkata,2020-04-21,148,55,139,36,37,1
Kolkata,2020-04-22,194,253,261,70,12,4
Kolkata,2020-04-23,171,155,347,36,22,1
Kolkata,2020-04-24,153,50,280,48,12,1
Kolkata,2020-04-25,197,139,103,66,41,2
Kolkata,2020-04-26,158,284,297,30,34,0
Kolkata,2020-04-27,152,233,315,40,11,1
Kolkata,2020-04-28,191,51,87,36,35,2
Kolkata,2020-04-29,168,142,336,65,42,2
Kolkata,2020-04-30,148,156,317,76,38,2
Kolkata,2020-05-01,175,194,235,96,18,0
Kolkata,2020-05-02,196,184,133,29,44,3
Kolkata,2020-05-03,167,74,229,98,45,0
Kolkata,2020-05-04,166,196,318,71,34,3
Kolkata,2020-05-05,143,273,122,74,28,1
Kolkata,2020-05-06,145,80,175,83,22,4
Kolkata,2020-05-07,147,133,228,47,40,4
Kolkata,2020-05-08,199,161,126,92,30,4
Kolkata,2020-05-09,185,242,151,26,33,3
Kolkata,2020-05-10,148,212,279,87,22,1
Kolkata,2020-05-11,144,245,106,22,48,1
Kolkata,2020-05-12,156,297,185,39,15,0
Kolkata,2020-05-13,186,266,398,59,11,1
Kolkata,2020-05-14,188,141,168,68,12,4
Kolkata,2020-05-15,184,195,254,35,8,1
Kolkata,2020-05-16,187,105,331,37,39,2
Kolkata,2020-05-17,154,200,298,61,29,0
Kolkata,2020-05-18,163,136,295,23,24,2
Kolkata,2020-05-19,158,128,85,45,48,0
Kolkata,2020-05-20,162,68,129,57,42,2
Kolkata,2020-05-21,177,199,210,99,9,2
Kolkata,2020-05-22,160,147,92,42,40,2
Kolkata,2020-05-23,166,120,273,27,18,0
Kolkata,2020-05-24,148,191,212,22,8,3
Kolkata,2020-05-25,195,87,136,20,16,2
Kolkata,2020-05-26,164,113,173,47,27,2
Kolkata,2020-05-27,154,241,109,86,26,4
Kolkata,2020-05-28,165,149,364,74,37,3
Kolkata,2020-05-29,198,174,288,20,38,3
Kolkata,2020-05-30,176,118,248,86,48,0
Kolkata,2020-05-31,194,190,90,42,14,3
Kolkata,2020-06-01,173,107,322,22,26,4
Kolkata,2020-06-02,162,290,91,57,23,4
Kolkata,2020-06-03,141,75,307,49,35,1
Kolkata,2020-06-04,150,281,101,66,8,2
Kolkata,2020-06-05,158,289,95,21,23,2
Kolkata,2020-06-06,122,247,299,43,44,0
Kolkata,2020-06-07,157,215,211,87,18,2
Kolkata,2020-06-08,135,243,185,20,28,2
Kolkata,2020-06-09,125,136,213,93,5,0
Kolkata,2020-06-10,173,174,132,20,17,0
Kolkata,2020-06-11,149,149,353,58,6,3
Kolkata,2020-06-12,160,58,263,28,8,1
Kolkata,2020-06-13,135,254,166,66,25,0
Kolkata,2020-06-14,140,230,280,56,49,4
Kolkata,2020-06-15,157,291,85,30,7,4
Kolkata,2020-06-16,160,267,396,33,13,2
Kolkata,2020-06-17,151,65,215,58,24,2
Kolkata,2020-06-18,161,283,181,59,47,3
Kolkata,2020-06-19,173,277,144,71,33,1
Kolkata,2020-06-20,141,140,253,86,39,0
Kolkata,2020-06-21,128,82,396,31,48,3
Kolkata,2020-06-22,165,87,325,44,49,2
Kolkata,2020-06-23,136,269,108,30,11,3
Kolkata,2020-06-24,179,56,117,98,13,2
Kolkata,2020-06-25,171,223,197,43,26,1
Kolkata,2020-06-26,121,103,98,40,14,4
Kolkata,2020-06-27,129,205,266,20,16,2
Kolkata,2020-06-28,135,82,206,58,47,1
Kolkata,2020-06-29,149,235,176,52,19,3
Kolkata,2020-06-30,122,174,389,84,40,0
Kolkata,2020-07-01,144,95,250,24,29,1
Kolkata,2020-07-02,137,210,343,98,47,3
Kolkata,2020-07-03,145,299,351,37,9,3
Kolkata,2020-07-04,149,255,94,97,29,3
Kolkata,2020-07-05,178,225,261,60,25,2
Kolkata,2020-07-06,148,249,391,54,16,0
Kolkata,2020-07-07,172,95,384,50,42,3
Kolkata,2020-07-08,164,87,120,67,17,4
Kolkata,2020-07-09,130,266,172,35,35,0
Kolkata,2020-07-10,167,62,94,48,24,0
Kolkata,2020-07-11,126,79,238,95,41,1
Kolkata,2020-07-12,176,242,325,32,30,4
Kolkata,2020-07-13,126,68,161,62,49,2
Kolkata,2020-07-14,146,268,250,62,12,0
Kolkata,2020-07-15,174,293,313,42,32,2
Kolkata,2020-07-16,179,273,115,42,19,3
Kolkata,2020-07-17,127,215,81,33,38,2
Kolkata,2020-07-18,151,164,332,79,18,0
Kolkata,2020-07-19,133,120,359,32,22,0
Kolkata,2020-07-20,158,83,103,31,47,4
Kolkata,2020-07-21,170,177,180,81,22,1
Kolkata,2020-07-22,139,270,306,67,38,4
Kolkata,2020-07-23,151,137,259,90,22,2
Kolkata,2020-07-24,178,132,338,47,16,3
Kolkata,2020-07-25,178,247,118,75,9,1
Kolkata,2020-07-26,159,269,156,40,9,0
Kolkata,2020-07-27,123,151,178,95,32,1
Kolkata,2020-07-28,121,184,81,64,33,0
Kolkata,2020-07-29,144,232,80,95,32,0
Kolkata,2020-07-30,174,166,339,60,30,2
Kolkata,2020-07-31,172,238,229,60,16,2
Kolkata,2020-08-01,175,72,125,77,20,3
Kolkata,2020-08-02,141,204,322,28,7,0
Kolkata,2020-08-03,145,297,369,85,33,2
Kolkata,2020-08-04,134,266,172,37,7,0
Kolkata,2020-08-05,120,128,337,97,17,1
Kolkata,2020-08-06,145,235,302,74,7,2
Kolkata,2020-08-07,168,177,349,57,29,2
Kolkata,2020-08-08,164,60,322,24,46,2
Kolkata,2020-08-09,126,211,157,27,16,1
Kolkata,2020-08-10,150,134,388,43,44,2
Kolkata,2020-08-11,145,150,300,91,46,3
Kolkata,2020-08-12,159,280,360,65,25,3
Kolkata,2020-08-13,137,190,356,20,11,0
Kolkata,2020-08-14,155,187,205,23,5,1
Kolkata,2020-08-15,126,134,278,87,20,3
Kolkata,2020-08-16,165,156,373,69,44,0
Kolkata,2020-08-17,137,236,345,96,15,1
Kolkata,2020-08-18,146,147,173,68,10,4
Kolkata,2020-08-19,148,89,242,65,7,2
Kolkata,2020-08-20,133,97,189,59,26,1
Kolkata,2020-08-21,159,170,108,69,28,1
Kolkata,2020-08-22,161,124,87,32,18,1
Kolkata,2020-08-23,170,267,232,74,20,4
Kolkata,2020-08-24,142,245,159,89,11,1
Kolkata,2020-08-25,169,239,311,45,20,4
Kolkata,2020-08-26,153,228,349,40,22,3
Kolkata,2020-08-27,125,98,309,72,20,1
Kolkata,2020-08-28,154,222,216,28,10,3
Kolkata,2020-08-29,149,181,391,23,32,3
Kolkata,2020-08-30,163,109,286,63,16,4
Kolkata,2020-08-31,124,66,95,90,37,0
Kolkata,2020-09-01,194,163,273,79,5,2
Kolkata,2020-09-02,141,86,277,25,9,3
Kolkata,2020-09-03,160,190,332,35,28,3
Kolkata,2020-09-04,167,266,93,64,36,2
Kolkata,2020-09-05,171,60,185,92,9,0
Kolkata,2020-09-06,170,174,238,60,40,3
Kolkata,2020-09-07,174,77,202,32,31,4
Kolkata,2020-09-08,166,143,178,89,15,1
Kolkata,2020-09-09,190,233,202,30,14,4
Kolkata,2020-09-10,178,93,365,64,16,4
Kolkata,2020-09-11,195,225,317,34,30,3
Kolkata,2020-09-12,183,68,188,93,11,3
Kolkata,2020-09-13,142,98,139,37,7,1
Kolkata,2020-09-14,150,283,142,94,36,3
Kolkata,2020-09-15,168,217,372,27,26,0
Kolkata,2020-09-16,198,133,384,89,34,1
Kolkata,2020-09-17,154,172,98,31,24,0
Kolkata,2020-09-18,162,91,169,30,44,4
Kolkata,2020-09-19,189,123,185,72,14,0
Kolkata,2020-09-20,149,166,260,75,39,2
Kolkata,2020-09-21,193,154,214,58,40,2
Kolkata,2020-09-22,166,112,125,80,26,1
Kolkata,2020-09-23,178,127,298,36,40,4
Kolkata,2020-09-24,175,197,134,26,43,4
Kolkata,2020-09-25,140,136,332,86,42,0
Kolkata,2020-09-26,181,173,297,50,45,1
Kolkata,2020-09-27,153,262,271,36,31,4
Kolkata,2020-09-28,199,197,118,30,8,3
Kolkata,2020-09-29,165,294,250,76,18,3
Kolkata,2020-09-30,195,107,245,56,39,4
Kolkata,2020-10-01,157,92,343,91,24,1
Kolkata,2020-10-02,144,96,357,46,18,1
Kolkata,2020-10-03,148,67,93,96,38,4
Kolkata,2020-10-04,157,240,128,82,5,1
Kolkata,2020-10-05,199,212,137,95,12,4
Kolkata,2020-10-06,163,149,357,72,9,3
Kolkata,2020-10-07,145,127,310,85,43,0
Kolkata,2020-10-08,178,191,169,24,26,3
Kolkata,2020-10-09,152,204,99,38,48,4
Kolkata,2020-10-10,158,191,220,48,31,2
Kolkata,2020-10-11,158,149,249,37,24,0
Kolkata,2020-10-12,142,125,360,50,26,3
Kolkata,2020-10-13,149,270,344,57,42,1
Kolkata,2020-10-14,157,271,130,31,20,0
Kolkata,2020-10-15,198,224,183,94,17,2
Kolkata,2020-10-16,186,294,309,65,37,4
Kolkata,2020-10-17,155,98,201,60,20,1
Kolkata,2020-10-18,161,105,171,92,29,2
Kolkata,2020-10-19,148,255,178,75,11,3
Kolkata,2020-10-20,172,274,122,79,30,4
Kolkata,2020-10-21,149,182,266,30,13,0
Kolkata,2020-10-22,189,232,225,40,27,4
Kolkata,2020-10-23,141,114,315,51,32,4
Kolkata,2020-10-24,159,125,332,98,42,1
Kolkata,2020-10-25,192,277,188,21,7,1
Kolkata,2020-10-26,169,208,135,36,23,0
Kolkata,2020-10-27,160,231,306,73,33,2
Kolkata,2020-10-28,140,187,379,82,46,2
Kolkata,2020-10-29,166,113,132,53,15,1
Kolkata,2020-10-30,179,54,219,29,28,1
Kolkata,2020-10-31,196,85,211,48,13,1
Kolkata,2020-11-01,210,269,269,76,44,0
Kolkata,2020-11-02,214,269,227,92,15,1
Kolkata,2020-11-03,212,282,268,66,47,1
Kolkata,2020-11-04,228,207,107,29,33,3
Kolkata,2020-11-05,201,287,238,26,44,0
Kolkata,2020-11-06,196,150,361,85,29,0
Kolkata,2020-11-07,190,108,175,67,47,3
Kolkata,2020-11-08,213,79,271,88,40,4
Kolkata,2020-11-09,247,129,122,54,37,2
Kolkata,2020-11-10,200,294,202,53,25,2
Kolkata,2020-11-11,237,106,365,98,31,0
Kolkata,2020-11-12,230,127,80,23,43,1
Kolkata,2020-11-13,211,144,235,60,11,3
Kolkata,2020-11-14,222,96,211,57,17,1
Kolkata,2020-11-15,248,181,288,50,23,4
Kolkata,2020-11-16,237,224,252,96,48,4
Kolkata,2020-11-17,214,163,228,75,38,0
Kolkata,2020-11-18,205,199,114,22,29,1
Kolkata,2020-11-19,202,90,358,54,45,0
Kolkata,2020-11-20,209,97,204,81,47,3
Kolkata,2020-11-21,237,276,310,91,30,4
Kolkata,2020-11-22,205,293,153,29,17,4
Kolkata,2020-11-23,244,286,288,74,13,4
Kolkata,2020-11-24,213,160,361,79,43,0
Kolkata,2020-11-25,218,70,85,38,21,4
Kolkata,2020-11-26,211,63,272,63,11,4
Kolkata,2020-11-27,198,75,339,40,32,3
Kolkata,2020-11-28,218,266,273,69,11,0
Kolkata,2020-11-29,234,93,368,57,48,1
Kolkata,2020-11-30,222,63,146,49,7,3
Kolkata,2020-12-01,199,289,162,26,34,4
Kolkata,2020-12-02,249,254,230,91,27,3
Kolkata,2020-12-03,240,213,102,91,13,4
Kolkata,2020-12-04,221,106,285,25,41,0
Kolkata,2020-12-05,235,68,384,30,47,0
Kolkata,2020-12-06,210,58,312,51,39,0
Kolkata,2020-12-07,207,148,238,88,29,4
Kolkata,2020-12-08,237,107,192,47,25,0
Kolkata,2020-12-09,214,279,177,88,31,3
Kolkata,2020-12-10,202,174,173,83,27,2
Kolkata,2020-12-11,239,109,161,77,6,0
Kolkata,2020-12-12,246,238,123,33,23,0
Kolkata,2020-12-13,248,60,107,33,40,1
Kolkata,2020-12-14,234,181,352,81,31,0
Kolkata,2020-12-15,192,239,119,75,25,1
Kolkata,2020-12-16,231,137,105,57,48,0
Kolkata,2020-12-17,204,284,391,26,20,3
Kolkata,2020-12-18,238,260,161,39,43,3
Kolkata,2020-12-19,193,56,353,66,41,4
Kolkata,2020-12-20,208,77,164,50,32,0
Kolkata,2020-12-21,191,254,150,62,7,3
Kolkata,2020-12-22,209,280,232,22,23,4
Kolkata,2020-12-23,239,215,89,43,30,4
Kolkata,2020-12-24,223,294,238,50,29,0
Kolkata,2020-12-25,223,287,236,28,24,1
Kolkata,2020-12-26,215,127,338,25,15,1
Kolkata,2020-12-27,215,211,130,34,34,0
Kolkata,2020-12-28,229,165,167,69,7,1
Kolkata,2020-12-29,232,224,240,92,13,1
Kolkata,2020-12-30,193,176,94,48,6,1
Kolkata,2020-12-31,207,66,243,63,10,1
Kolkata,2021-01-01,216,136,91,81,37,0
Kolkata,2021-01-02,206,193,367,48,46,3
Kolkata,2021-01-03,203,265,136,23,24,3
Kolkata,2021-01-04,199,73,289,34,36,2
Kolkata,2021-01-05,216,90,80,48,6,0
Kolkata,2021-01-06,194,253,223,44,47,4
Kolkata,2021-01-07,192,159,177,54,8,1
Kolkata,2021-01-08,220,172,149,62,42,2
Kolkata,2021-01-09,219,86,378,42,40,3
Kolkata,2021-01-10,190,57,388,79,26,2
Kolkata,2021-01-11,247,185,89,92,46,4
Kolkata,2021-01-12,206,234,100,94,41,2
Kolkata,2021-01-13,243,177,394,96,27,4
Kolkata,2021-01-14,206,179,166,47,39,1
Kolkata,2021-01-15,230,206,244,39,39,0
Kolkata,2021-01-16,249,253,358,85,49,3
Kolkata,2021-01-17,224,274,124,57,17,0
Kolkata,2021-01-18,214,82,194,73,37,1
Kolkata,2021-01-19,222,272,173,55,23,3
Kolkata,2021-01-20,247,138,358,62,48,1
Kolkata,2021-01-21,218,283,298,84,35,0
Kolkata,2021-01-22,222,224,210,67,29,0
Kolkata,2021-01-23,211,138,354,27,32,3
Kolkata,2021-01-24,235,205,85,88,10,0
Kolkata,2021-01-25,247,121,305,52,40,1
Kolkata,2021-01-26,213,245,100,91,45,3
Kolkata,2021-01-27,240,190,85,28,29,0
Kolkata,2021-01-28,242,232,104,24,10,1
Kolkata,2021-01-29,209,240,265,54,30,1
Kolkata,2021-01-30,227,282,111,25,17,3
Kolkata,2021-01-31,226,195,185,52,29,0
Kolkata,2021-02-01,163,114,146,82,47,1
Kolkata,2021-02-02,141,171,157,93,22,0
Kolkata,2021-02-03,181,230,83,74,6,4
Kolkata,2021-02-04,144,245,192,45,40,4
Kolkata,2021-02-05,180,145,137,55,42,3
Kolkata,2021-02-06,171,290,377,61,23,4
Kolkata,2021-02-07,146,101,282,98,10,2
Kolkata,2021-02-08,143,65,88,95,37,1
Kolkata,2021-02-09,168,290,363,96,9,4
Kolkata,2021-02-10,149,252,353,90,17,4
Kolkata,2021-02-11,184,253,279,75,41,1
Kolkata,2021-02-12,196,50,245,24,40,3
Kolkata,2021-02-13,168,137,261,61,33,1
Kolkata,2021-02-14,173,88,170,76,42,3
Kolkata,2021-02-15,156,284,211,76,11,3
Kolkata,2021-02-16,186,117,363,81,19,4
Kolkata,2021-02-17,180,280,145,40,47,1
Kolkata,2021-02-18,197,166,248,91,42,4
Kolkata,2021-02-19,161,253,122,65,27,4
Kolkata,2021-02-20,190,78,352,99,38,2
Kolkata,2021-02-21,174,121,329,52,10,0
Kolkata,2021-02-22,163,132,317,79,48,3
Kolkata,2021-02-23,195,91,280,92,6,3
Kolkata,2021-02-24,181,238,122,72,42,0
Kolkata,2021-02-25,146,229,125,35,9,3
Kolkata,2021-02-26,141,285,85,28,8,2
Kolkata,2021-02-27,174,230,133,26,5,3
Kolkata,2021-02-28,142,129,317,77,13,3
Kolkata,2021-03-01,165,262,307,44,30,4
Kolkata,2021-03-02,154,125,359,90,44,2
Kolkata,2021-03-03,167,61,258,44,5,3
Kolkata,2021-03-04,163,85,254,47,15,3
Kolkata,2021-03-05,194,200,390,36,34,2
Kolkata,2021-03-06,168,270,265,99,27,1
Kolkata,2021-03-07,170,286,333,44,15,2
Kolkata,2021-03-08,173,248,233,83,38,0
Kolkata,2021-03-09,168,65,265,24,14,1
Kolkata,2021-03-10,156,151,335,40,25,0
Kolkata,2021-03-11,154,120,222,49,16,0
Kolkata,2021-03-12,164,80,274,68,25,0
Kolkata,2021-03-13,178,193,194,81,34,3
Kolkata,2021-03-14,190,69,140,61,32,3
Kolkata,2021-03-15,172,186,206,65,24,4
Kolkata,2021-03-16,186,143,210,87,11,1
Kolkata,2021-03-17,154,220,384,83,32,3
Kolkata,2021-03-18,197,294,271,68,49,1
Kolkata,2021-03-19,160,80,306,76,19,3
Kolkata,2021-03-20,178,198,312,51,8,3
Kolkata,2021-03-21,170,157,238,45,37,4
Kolkata,2021-03-22,192,117,309,87,19,3
Kolkata,2021-03-23,198,286,287,58,44,0
Kolkata,2021-03-24,167,280,389,84,27,2
Kolkata,2021-03-25,143,188,202,43,8,4
Kolkata,2021-03-26,142,102,307,72,30,1
Kolkata,2021-03-27,153,108,167,41,34,0
Kolkata,2021-03-28,161,136,160,56,34,3
Kolkata,2021-03-29,149,286,365,55,31,1
Kolkata,2021-03-30,175,235,277,57,8,0
Kolkata,2021-03-31,179,231,142,23,22,2
Kolkata,2021-04-01,169,235,138,49,32,4
Kolkata,2021-04-02,194,299,173,41,29,3
Kolkata,2021-04-03,194,95,355,38,14,4
Kolkata,2021-04-04,170,129,194,86,48,0
Kolkata,2021-04-05,175,264,98,97,22,1
Kolkata,2021-04-06,167,148,261,99,19,1
Kolkata,2021-04-07,184,180,223,22,37,1
Kolkata,2021-04-08,192,124,233,66,46,4
Kolkata,2021-04-09,157,129,95,87,19,2
Kolkata,2021-04-10,195,201,148,53,10,4
Kolkata,2021-04-11,174,80,367,62,23,0
Kolkata,2021-04-12,164,279,185,57,43,4
Kolkata,2021-04-13,186,289,393,78,5,0
Kolkata,2021-04-14,162,180,371,72,34,2
Kolkata,2021-04-15,164,267,88,62,11,0
Kolkata,2021-04-16,195,79,152,24,40,4
Kolkata,2021-04-17,174,199,198,47,11,4
Kolkata,2021-04-18,152,238,357,59,23,3
Kolkata,2021-04-19,162,264,350,96,25,1
Kolkata,2021-04-20,152,264,138,41,39,1
Kolkata,2021-04-21,194,138,315,95,48,3
Kolkata,2021-04-22,161,220,286,26,28,0
Kolkata,2021-04-23,183,203,292,29,7,4
Kolkata,2021-04-24,180,108,181,24,6,0
Kolkata,2021-04-25,160,218,375,53,34,4
Kolkata,2021-04-26,186,94,307,51,41,3
Kolkata,2021-04-27,185,259,365,53,29,2
Kolkata,2021-04-28,157,135,331,47,5,1
Kolkata,2021-04-29,192,113,322,94,5,1
Kolkata,2021-04-30,163,273,86,25,12,2
Kolkata,2021-05-01,160,262,269,90,17,4
Kolkata,2021-05-02,148,246,350,67,30,4
Kolkata,2021-05-03,162,158,377,94,8,1
Kolkata,2021-05-04,172,166,185,30,49,2
Kolkata,2021-05-05,186,180,255,92,32,0
Kolkata,2021-05-06,196,288,126,48,32,2
Kolkata,2021-05-07,195,182,267,20,24,1
Kolkata,2021-05-08,189,85,117,62,14,2
Kolkata,2021-05-09,189,212,101,90,36,1
Kolkata,2021-05-10,172,192,261,98,44,4
Kolkata,2021-05-11,186,97,228,92,19,3
Kolkata,2021-05-12,196,271,94,75,8,0
Kolkata,2021-05-13,148,95,352,66,31,2
Kolkata,2021-05-14,156,224,210,45,44,2
Kolkata,2021-05-15,159,135,140,59,20,3
Kolkata,2021-05-16,143,149,387,37,33,3
Kolkata,2021-05-17,193,66,392,94,27,1
Kolkata,2021-05-18,165,98,356,81,26,3
Kolkata,2021-05-19,150,101,226,58,41,0
Kolkata,2021-05-20,169,233,271,50,47,0
Kolkata,2021-05-21,160,160,201,67,7,1
Kolkata,2021-05-22,159,85,150,76,39,0
Kolkata,2021-05-23,161,292,84,80,41,3
Kolkata,2021-05-24,182,84,378,51,9,0
Kolkata,2021-05-25,180,70,99,40,9,4
Kolkata,2021-05-26,156,270,98,96,6,1
Kolkata,2021-05-27,192,277,173,33,26,4
Kolkata,2021-05-28,186,176,152,85,20,2
Kolkata,2021-05-29,179,208,398,26,15,1
Kolkata,2021-05-30,195,247,130,48,20,2
Kolkata,2021-05-31,141,183,149,41,16,1
Kolkata,2021-06-01,136,216,212,41,46,0
Kolkata,2021-06-02,179,225,98,22,17,3
Kolkata,2021-06-03,151,255,286,67,14,2
Kolkata,2021-06-04,162,138,302,57,10,3
Kolkata,2021-06-05,141,146,98,40,45,0
Kolkata,2021-06-06,124,135,234,43,6,0
Kolkata,2021-06-07,143,289,258,44,11,2
Kolkata,2021-06-08,179,209,272,79,36,3
Kolkata,2021-06-09,130,130,347,65,9,2
Kolkata,2021-06-10,162,274,267,63,42,4
Kolkata,2021-06-11,150,113,380,55,15,4
Kolkata,2021-06-12,145,289,339,26,27,4
Kolkata,2021-06-13,132,183,241,77,39,3
Kolkata,2021-06-14,146,137,107,54,26,0
Kolkata,2021-06-15,178,260,256,96,17,2
Kolkata,2021-06-16,125,182,256,28,10,2
Kolkata,2021-06-17,137,279,316,40,14,4
Kolkata,2021-06-18,157,65,290,71,48,1
Kolkata,2021-06-19,141,264,253,35,38,0
Kolkata,2021-06-20,151,286,203,37,39,0
Kolkata,2021-06-21,178,287,142,73,46,4
Kolkata,2021-06-22,125,186,87,74,11,1
Kolkata,2021-06-23,135,230,290,28,49,1
Kolkata,2021-06-24,152,70,316,57,48,0
Kolkata,2021-06-25,161,88,167,69,26,0
Kolkata,2021-06-26,148,97,159,79,29,4
Kolkata,2021-06-27,176,115,360,98,6,0
